# 2dFGRS power spectrum data convolved with the window function,
# calculated from 147000 galaxies as described by Percival et
# al. (2001) MNRAS, 327, 1297. The 3rd column gives square root of the
# diagonal elements of the covariance matrix calculated from Gaussian
# realisations of model density fields. These data are only valid in
# the regime 0.02 < k < 0.15. The 4th column gives the value of P(k)
# for a fiducial model with sig8=1, h=0.7, Omega_mh=0.2, Omega_b=0,
# calculated from the fitting formulae of Eisenstein & Hu (1998) ApJ,
# 496, 605. See Percival et al. (2001) or email wjp@roe.ac.uk for more
# details.
#
#  k               P(k)        cov_(P,P)^0.5    fiducial model
# _____________________________________________________________
#
0.002011    1589.264526 0.000000    5879.408691
0.006032    9927.197266 0.000000    14117.738281
0.010053    8994.170898 0.000000    18599.486328
0.014074    12590.550781    0.000000    20834.044922
0.018096    14936.265625    0.000000    21734.650391
0.022117    22928.587891    5483.162109 21833.468750
0.026138    18291.646484    4578.990234 21450.326172
0.030159    16666.125000    3818.981689 20782.740234
0.034180    15283.059570    3263.383057 19955.095703
0.038202    13990.493164    2611.579590 19046.552734
0.042223    14182.396484    2262.832520 18107.730469
0.046244    14255.913086    1871.653198 17170.751953
0.050265    13517.357422    1611.438110 16255.704102
0.054287    13861.277344    1425.576416 15374.788086
0.058308    13870.442383    1267.590454 14534.873047
0.062329    13080.831055    1136.116943 13739.438477
0.066350    13198.610352    1009.898438 12989.611328
0.070372    11173.412109    921.287231  12285.039062
0.074393    11272.038086    818.051697  11624.483398
0.078414    9542.856445 786.182373  11006.068359
0.082435    8595.612305 677.437073  10427.605469
0.086457    8482.800781 632.748535  9886.796875
0.090478    7742.525391 544.964172  9381.233398
0.094499    7591.747559 487.364685  8908.592773
0.098520    6547.371582 431.224243  8466.590820
0.102542    6215.445801 408.895264  8053.035156
0.106563    5849.887695 380.571045  7665.973633
0.110584    5983.527344 343.731903  7303.424805
0.114605    5707.486816 322.583344  6963.608887
0.118627    5871.963379 295.041229  6644.779297
0.122648    5710.937988 277.095856  6345.564941
0.126669    5192.185059 252.696701  6064.459961
0.130690    5182.548340 242.374496  5800.156738
0.134711    4685.800293 213.247238  5551.444824
0.138733    4528.355469 202.061615  5317.155762
0.142754    4526.491699 184.798264  5096.379883
0.146775    4223.802246 170.862671  4888.115234
0.150796    4139.679688 0.000000    4691.490723
0.154818    4074.369873 0.000000    4505.664062
0.158839    3795.201416 0.000000    4329.982422
0.162860    3792.058838 0.000000    4163.728027
0.166881    3667.707764 0.000000    4006.269531
0.170903    3619.106689 0.000000    3856.989258
0.174924    3336.538330 0.000000    3715.432129
0.178945    3227.186768 0.000000    3581.060791
0.182966    2977.916260 0.000000    3453.421875
0.186988    2924.742188 0.000000    3332.062500
0.191009    2886.079590 0.000000    3216.653076
0.195030    2796.293701 0.000000    3106.797119
0.199051    2620.496582 0.000000    3002.158936
0.203073    2633.889404 0.000000    2902.401123
0.207094    2415.709473 0.000000    2807.283936
0.211115    2291.136230 0.000000    2716.513672
0.215136    2203.136475 0.000000    2629.835938
0.219158    2168.495361 0.000000    2546.999268
0.223179    2053.775391 0.000000    2467.826904
0.227200    2116.691650 0.000000    2392.093506
0.231221    1971.366577 0.000000    2319.609863
0.235242    1924.305908 0.000000    2250.198975
0.239264    1821.882935 0.000000    2183.678223
0.243285    1747.493896 0.000000    2119.926758
0.247306    1651.118408 0.000000    2058.782959
0.251327    1662.779785 0.000000    2000.109497
0.255349    1698.044189 0.000000    1943.767456
0.259370    1678.323608 0.000000    1889.663574
0.263391    1625.247070 0.000000    1837.673096
0.267412    1566.581421 0.000000    1787.688599
0.271434    1551.171265 0.000000    1739.601440
0.275455    1450.775146 0.000000    1693.341553
0.279476    1441.354492 0.000000    1648.809448
0.283497    1394.785400 0.000000    1605.921509
0.287519    1353.710327 0.000000    1564.591919
0.291540    1350.165649 0.000000    1524.767334
0.295561    1295.569946 0.000000    1486.366577
0.299582    1239.973511 0.000000    1449.325195
0.303604    1266.788330 0.000000    1413.573120
0.307625    1206.056763 0.000000    1379.070312
0.311646    1195.840942 0.000000    1345.751709
0.315667    1159.513916 0.000000    1313.565552
0.319688    1203.350464 0.000000    1282.462036
0.323710    1111.608521 0.000000    1252.388184
0.327731    1133.772949 0.000000    1223.313599
0.331752    1082.627686 0.000000    1195.188843
0.335773    1056.762817 0.000000    1167.974243
0.339795    1011.303223 0.000000    1141.625854
0.343816    1017.740417 0.000000    1116.119995
0.347837    996.008118  0.000000    1091.416748
0.351858    966.740845  0.000000    1067.483276
0.355880    952.288574  0.000000    1044.283203
0.359901    918.993408  0.000000    1021.798462
0.363922    897.741821  0.000000    999.995605
0.367943    855.429993  0.000000    978.848328
0.371965    847.045959  0.000000    958.325195
0.375986    829.774536  0.000000    938.413330
0.380007    828.664673  0.000000    919.084534
0.384028    774.672180  0.000000    900.316040
0.388050    802.173401  0.000000    882.083496
0.392071    783.171753  0.000000    864.374939
0.396092    748.434204  0.000000    847.167419
0.400113    743.559082  0.000000    830.442627
0.404134    713.914246  0.000000    814.182617
0.408156    728.967773  0.000000    798.367859
0.412177    737.241821  0.000000    782.989136
0.416198    703.687622  0.000000    768.027588
0.420219    695.828369  0.000000    753.468872
0.424241    686.100708  0.000000    739.295837
0.428262    659.286072  0.000000    725.501770
0.432283    641.533020  0.000000    712.069885
0.436304    612.743774  0.000000    698.988831
0.440326    596.556641  0.000000    686.242676
0.444347    590.328613  0.000000    673.827454
0.448368    569.536133  0.000000    661.728271
0.452389    594.570435  0.000000    649.935425
0.456411    557.968811  0.000000    638.435852
0.460432    561.134033  0.000000    627.225403
0.464453    544.772400  0.000000    616.292297
0.468474    528.946838  0.000000    605.628113
0.472496    509.201447  0.000000    595.220703
